target,label
1192,0001
1193,0001
1194,0001
1195,0001
1196,0001
1197,0001
1198,0001
1199,0001
1200,0001
1201,0001
1202,0001
1203,0001
1204,0001
1205,0001
1206,0001
1207,0001
1208,0001
1209,0001
1210,0001
1211,0001
1212,0001
1213,0001
1214,0001
1215,0001
1216,0001
1217,0001
1218,0001
1219,0001
1220,0001
1221,0001
1222,0001
1223,0001
1224,0001
1225,0001
1226,0001
1227,0001
1228,0001
1229,0001
1230,0001
1231,0001
1232,0001
1233,0001
1234,0001
1235,0001
1236,0001
1237,0001
1238,0001
1239,0001
1240,0001
1241,0001
1242,0001
1243,0001
1244,0001
1245,0001
1246,0001
1247,0001
1248,0001
1249,0001
1250,0001
1251,1001
1252,1001
1253,1001
1254,1001
1255,1001
1256,1001
1257,1001
1258,1001
1259,1001
1260,1001
1261,1001
1262,1001
1263,1001
1264,1001
1265,1001
1266,1001
1267,1001
1268,1001
1269,1001
1270,1001
1271,1001
1272,1001
1273,1001
1274,1001
1275,1001
1276,1001
1277,1001
1278,1001
1279,1001
1280,1001
1281,1001
1282,1001
1283,1001
1284,1001
1285,1001
1286,1001
1287,1001
1288,1001
1289,1001
1290,1001
1291,1001
1292,1001
1293,1001
1294,1001
1295,1001
1296,1001
1297,1001
1298,1001
1299,1001
1300,1001
1301,1001
1302,1001
1303,1001
1304,1001
1305,1001
1306,1001
1307,1001
1308,1001
1309,1001
1310,1001
1311,1001
1312,1001
1313,1001
1314,1001
1315,1001
1316,1001
1317,1001
1318,1001
1319,1001
1320,1001
1321,1001
1322,1001
1323,1001
1324,1001
1325,1001
1326,1001
1327,1001
1328,1001
1329,1001
1330,1001
1331,1001
1332,1001
1333,1001
1334,1001
1335,1001
1336,1001
1337,0101
1338,0101
1339,0101
1340,0101
1341,0101
1342,0101
1343,0101
1344,0101
1345,0101
1346,0101
1347,0101
1348,0101
1349,0101
1350,0101
1351,0101
1352,0101
1353,0101
1354,1101
1355,1101
1356,1101
1357,1101
1358,1101
1359,1101
1360,1101
1361,1101
1362,1101
1363,1101
1364,1101
1365,1101
1366,1101
1367,1101
1368,1101
1369,1101
1370,1101
1371,1101
1372,0011
1373,0011
1374,0011
1375,0011
1376,0011
1377,0011
1378,0011
1379,0011
1380,0011
1381,0011
1382,0011
1383,0011
1384,0011
1385,0011
1386,0011
1387,0011
1388,0011
1389,0011
1390,0011
1391,0011
1392,0011
1393,0011
1394,0011
1395,0011
1396,0011
1397,0011
1398,0011
1399,0011
1400,0011
1401,0011
1402,0011
1403,0011
1404,0011
1405,0011
1406,0011
1407,0011
1408,0011
1409,0011
1410,0011
1411,0011
1412,0011
1413,0011
1414,0011
1415,0011
1416,0011
1417,0011
1418,0011
1419,0011
1420,0011
1421,0011
1422,0011
1423,0011
1424,0011
1425,0011
1426,0011
1427,0011
1428,0011
1429,0011
1430,0011
1431,0011
1432,0011
1433,0011
1434,0011
1435,0011
1436,0011
1437,0011
1438,0011
1439,0011
1440,0011
1441,0011
1442,0011
1443,0011
1444,0011
1445,0011
1446,0011
1447,0011
1448,0011
1449,1011
1450,1011
1451,1011
1452,1011
1453,1011
1454,1011
1455,1011
1456,1011
1457,1011
1458,1011
1459,1011
1460,1011
1461,1011
1462,1011
1463,1011
1464,1011
1465,1011
1466,1011
1467,1011
1468,1011
1469,1011
1470,1011
1471,1011
1472,1011
1473,1011
1474,1011
1475,1011
1476,1011
1477,1011
1478,1011
1479,1011
1480,1011
1481,1011
1482,1011
1483,1011
1484,1011
1485,1011
1486,1011
1487,1011
1488,1011
1489,1011
1490,1011
1491,1011
1492,1011
1493,1011
1494,1011
1495,1011
1496,1011
1497,1011
1498,1011
1499,1011
1500,1011
1501,1011
1502,0111
1503,0111
1504,0111
1505,0111
1506,0111
1507,0111
1508,0111
1509,0111
1510,0111
1511,0111
1512,0111
1513,0111
1514,0111
1515,0111
1516,1111
1517,1111
1518,1111
1519,1111
1520,1111
1521,1111
1522,1111
